/


「版権百合部屋」の過去ログ

現在のルーム [/ChatRoom?room_id=188291]
過去ログ一覧 [/PastLogList?room_id=188291]

タグ レズ [/?tag_id=146#freerooms]  クロスオーバー [/?tag_id=20039#freerooms]  百合 [/?tag_id=4909#freerooms]  版権 [/?tag_id=662#freerooms]

2023年02月20日 09時18分 ～ 2023年02月21日 08時11分 の過去ログ

過去ログでは上から下の方向に発言を表示しています
チャット文字色を有効

おしらせ> 天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄさんが入室しました♪  (2023/2/20 09:18:33)
小春六花> 私は実は割と眠いです。   (2023/2/21 01:58:40)

犬走椛> 中々お話する機会の無かった人達も居ますねー（始めましての人が意外といます）今日もいつ睡魔に殺られるか分かりません   (2023/2/21 01:59:11)

後藤ひとり> みんな眠そう……   (2023/2/21 01:59:25)

クレー> もう2時だしね…(うとり)   (2023/2/21 01:59:52)

五十鈴れん> 人が集まってると…なかなかお話が出来なかったり…喋りたくても、喋る機会に恵まれなかった人って…いたりしますから…はい…   (2023/2/21 02:01:44)

五十鈴れん> 六花さんは無理せずに休んでください…あまり寝てないと思います…（髪なでなで…）   (2023/2/21 02:02:56)

小春六花> 椛ってその実、他の人も寝落ちてるの（？）   (2023/2/21 02:03:00)

犬走椛> 世の中ままなりませんねぇ…（私は誰でも歓迎ですけど、一人で待ってても誰も来てくれませんし……）   (2023/2/21 02:03:12)

クレー> たくさんいる時にお話がかたよっちゃうとお話入れなかったりするもんね…   (2023/2/21 02:03:26)

小春六花> え…昨日会いに行ったじゃない……   (2023/2/21 02:03:38)

後藤ひとり> 同じく……   (2023/2/21 02:03:54)

五十鈴れん> ですね…話したいけど話せない人は結構…多かったりします…はい   (2023/2/21 02:04:04)

犬走椛> ぅ……他の人でも…か、なり…やらかしてる気が…（寝落ちは天敵です…）新しい人は中々来てくれないんですよー。知人は来やすくても知らない人からしたら気難しく見えるんですかねぇ…   (2023/2/21 02:05:12)

後藤ひとり> 当てはまりすぎていたい……   (2023/2/21 02:07:24)

結月ゆかり> ふう。全員、今すぐ寝てください。ゆかりさんが見届けます。こんばんは   (2023/2/21 02:07:35)

小春六花> 私だけだったほうが嬉しかった（複雑な乙女心）気難しいというか…。えっちに見られたくないみたいな人はちらほらいそう？   (2023/2/21 02:07:47)

小春六花> いやほら…れんちゃんとお話する機会だから…（うとと…）   (2023/2/21 02:08:04)

小春六花> ゆかりさんおかえりー。   (2023/2/21 02:08:07)

五十鈴れん> と、どうでしょうか…私はあまり考えずに入りますけど…お部屋の空気次第です…はい…   (2023/2/21 02:08:15)

クレー> クレーもあまり考えてないかな…！その時の気分…かもっ   (2023/2/21 02:08:48)

五十鈴れん> 私なんて毎日いますので…ちゃんと寝て下さい…（頬撫で…）   (2023/2/21 02:08:52)

結月ゆかり> ここに居る時点でどスケベなので意識するだけ無駄ですよ(無慈悲)   (2023/2/21 02:09:10)

小春六花> 私じゃなくて椛のところに行かない人に言ってあげて♡   (2023/2/21 02:09:38)

クレー> じゃあ、クレーもうそろそろおねむなのでおやすみするね～   (2023/2/21 02:09:47)

後藤ひとり> おやすみなさいです   (2023/2/21 02:09:51)

結月ゆかり> はい、おやすみなさい   (2023/2/21 02:09:57)

小春六花> くれーちゃんおやすー。   (2023/2/21 02:09:58)

クレー> クレーとお話してくれてありがとー♡みんなおやすみなさい～またねっ   (2023/2/21 02:10:19)

結月ゆかり> 椛さんはこの時間にしか会えないので多分、即寝決めるんだろうなって眺めてました   (2023/2/21 02:10:27)

犬走椛> おやすみなさい、ですね   (2023/2/21 02:10:28)

おしらせ> クレーさんが退室しました。  (2023/2/21 02:10:30)

犬走椛> わふ…性欲と睡眠欲で支配戯れた身体はもはやどーにもならないのです…（気持ちいいとリラックスしてしまいますし…）私と一緒に居るとエッチな人に見られるんですか……   (2023/2/21 02:10:43)

五十鈴れん> はい天おやすみなさい…暖かくして休んでください…   (2023/2/21 02:10:48)

小春六花> まぁでもほら、一緒にいたいひとがいるので…（すぴぴ   (2023/2/21 02:11:31)

結月ゆかり> ひとりちゃんの暇を一週間でいいのでゆかりさんにくれませんか？   (2023/2/21 02:11:41)

後藤ひとり> あげれるならあげたいです……   (2023/2/21 02:12:02)

結月ゆかり> 代わりに一週間14時間お仕事で拘束されるので覚悟してください   (2023/2/21 02:12:36)

犬走椛> 今日もしっかり誤字りましたね…（眠くは無いはずなのに誤字る不思議…）私は寝落ちする程度の能力者なんです…きっと……（元気な身体であれば……）   (2023/2/21 02:12:36)

小春六花> 椛結構ほら…即はめ勢だし…   (2023/2/21 02:12:42)

後藤ひとり> ひ、ひい……椛さんは頑張って……いろいろ……   (2023/2/21 02:12:57)

結月ゆかり> 寝落ちなんてみんなしますよ、誰かの特権でもないです   (2023/2/21 02:13:14)

後藤ひとり> かくいう私も………もう少ししたら休みの半分は終わるんですよね……   (2023/2/21 02:14:19)

結月ゆかり> まだ半分終わってないんですか   (2023/2/21 02:14:35)

結月ゆかり> ひとりちゃん学校辞めたと思ってましたよ   (2023/2/21 02:14:57)

犬走椛> 即ハメが好きな訳では無いんですけどね（ついつい欲しがってしまう…）寝落ちはホントにナンとかしないといけません…   (2023/2/21 02:14:58)

結月ゆかり> …対策とか言い出すあたり、衣乃さんみたいな思考回路してますね。つまりすけべです   (2023/2/21 02:15:34)

後藤ひとり> 2月3月は休みです……   (2023/2/21 02:15:34)

後藤ひとり> この部屋にスケベじゃない人が居るかと言われれば……   (2023/2/21 02:15:52)

結月ゆかり> なんで休みなんですか   (2023/2/21 02:16:03)

犬走椛> ドスケべ狼の自覚はあります。が、治すつもりは毛頭無いのです（ヤりたくなるのは生物の性です）お休みは、無いのが世の中…   (2023/2/21 02:17:37)

後藤ひとり> 学生だからとしか………紅葉さんは勉強頑張って……   (2023/2/21 02:17:52)

五十鈴れん> （ゆかりさんが居ると勝手にお話が回って楽です…）   (2023/2/21 02:18:05)

小春六花> 尻の穴を拡張しながらロール回すと寝なくて済む、がイノちゃんの研究結果だからなぁ……   (2023/2/21 02:18:07)

後藤ひとり> あの人リアルでそうしてるんですか！？   (2023/2/21 02:19:35)

犬走椛> 中々興味深い研究ですね…（後々詳しく聞きたい話…）頑張ると言う言葉でそろそろゲシュタルト崩壊起きるくらいには頑張ってるはずなのに、終わりません…   (2023/2/21 02:19:50)

小春六花> 多分してる……。   (2023/2/21 02:20:00)

後藤ひとり> 命……掛けてますね……   (2023/2/21 02:21:20)

犬走椛> ……根性、ですね…   (2023/2/21 02:22:02)

結月ゆかり> (楽をするんじゃありません)   (2023/2/21 02:22:40)

後藤ひとり> 私もなにかしよ………   (2023/2/21 02:22:56)

結月ゆかり> まぁ何にせよ睡眠欲に立ち向かうとか無意味なので大人しく従ったほうがいいですよ   (2023/2/21 02:23:16)

五十鈴れん> ね、寝る時間が勿体無いのは分かります…はい…   (2023/2/21 02:23:46)

結月ゆかり> ゆかりさんや衣乃さんは…まぁ、頑丈な気がしてるので多少の無茶は効きますが、普通の人がやったら体調崩しますよ   (2023/2/21 02:23:56)

結月ゆかり> 性欲は我慢してもむらむらするだけなので害はそんなにはないんですけども…   (2023/2/21 02:24:21)

犬走椛> 睡眠欲は上位的存在ですね。カフェイン投入して対抗しようとすると、何か身体の状態が変になりますから…（無理は駄目です）   (2023/2/21 02:24:26)

結月ゆかり> 食欲と睡眠欲だけは逆らってはいけません。命に関わります…   (2023/2/21 02:24:48)

結月ゆかり> カフェインもカフェインで体が慣れてしまうと効きませんしねぇ…これなら眠れない、っていう方法も存在しませんから   (2023/2/21 02:25:24)

後藤ひとり> 私は眠くても寝れない……   (2023/2/21 02:25:34)

犬走椛> 性欲の我慢は…考えたくありませんね……   (2023/2/21 02:25:34)

結月ゆかり> ひとりちゃんはもっと動きましょう。寝ることに慣れすぎておかしくなってる気がします   (2023/2/21 02:26:03)

結月ゆかり> 性欲の我慢…できないんですか？ふふ、ワンちゃんらしくて可愛いですね(くす)   (2023/2/21 02:26:30)

犬走椛> 我慢はしないほうが良いんです。盛れる時にヤらないと…♡   (2023/2/21 02:27:20)

結月ゆかり> 相手居なかったら、盛れないじゃないですか？それとも一人でしちゃいます？   (2023/2/21 02:28:14)

後藤ひとり> 確かに……動いた方がいいかも……   (2023/2/21 02:29:39)

小春六花> 我慢……（じぃ   (2023/2/21 02:30:01)

犬走椛> 相手が居なかったら一人でしないとですねー…（ソロル投下はまだしたことがありませんが…）我慢はしません。反動がすごいので…   (2023/2/21 02:30:38)

結月ゆかり> ゆかりさんも暇だからと延々寝てた時期ありましたけど、頭おかしくなりましたね、本当に   (2023/2/21 02:34:33)

後藤ひとり> 私も昼間ずっと眠くて……   (2023/2/21 02:35:10)

結月ゆかり> …逆に聞きたいんですけど、我慢するとどうなっちゃうんです？   (2023/2/21 02:35:10)

結月ゆかり> ひとりちゃんって常に眠いですよね。寝てたらどうですか？ってみんなに言われてる気がします   (2023/2/21 02:35:40)

結月ゆかり> 眠くない時間はないんですか？   (2023/2/21 02:36:48)

後藤ひとり> この時間ですね……   (2023/2/21 02:37:35)

結月ゆかり> なら起きてたら良いじゃないですか。でも眠いとか言ってますよね   (2023/2/21 02:37:55)

結月ゆかり> どっちなんでしょうか？とずっと疑問でした   (2023/2/21 02:38:04)

犬走椛> 我慢すると、エロい事がした過ぎて上の空になったり…エロい妄想ばかり考えて色々と支障が……（皆さんもなりませんか…？と首を傾げつつ）   (2023/2/21 02:39:25)

五十鈴れん> 私も常に眠いです…い…いえ、起きてはいられますけど…はい…   (2023/2/21 02:39:46)

結月ゆかり> …なりませんね、そこまでは(ぼそり)確かにむらむらはしますけど、でもそれは煽られなければ？たぶん大人しくはできます。ワンちゃんの性欲はすごいですね…   (2023/2/21 02:40:23)

結月ゆかり> 寝ないからですよ、自業自得です   (2023/2/21 02:40:33)

五十鈴れん> 寝る時間、勿体無いです…   (2023/2/21 02:41:35)

後藤ひとり> 眠いけど眠くないみたいな……   (2023/2/21 02:42:36)

犬走椛> 獣の性欲は強いのが相場です（寝落ちさえなければヤりっぱなしも夢じゃない…）睡魔はホントに天敵です…   (2023/2/21 02:43:44)

結月ゆかり> ふぅ…ゆかりさん黙るとまじでだまりますね！！   (2023/2/21 02:47:55)

後藤ひとり> あ、すいません……   (2023/2/21 02:48:04)

結月ゆかり> 勿体ないとか言っててぶっ倒れて来なくなったら肉便器にしますからね(じぃ)   (2023/2/21 02:48:19)

結月ゆかり> …天敵、というか共存、共生しなきゃいけないものだと思うんですけどね。その天敵倒したら、もう生き物をやめるようなもんですし…   (2023/2/21 02:49:09)

五十鈴れん> もう少し起きてられます…はい…   (2023/2/21 02:49:10)

結月ゆかり> 別に謝らなくていいんですよ、ひとりちゃんはいつも喋らないじゃないですか…   (2023/2/21 02:49:31)

結月ゆかり> …そうやって明るくなるまで起きてますよね。後で眠くなっても知りませんから   (2023/2/21 02:49:54)

犬走椛> ぶっ倒れれば肉便器にして貰えるんですか（それも一興ですね…なんて尻尾振りつつ）ショートスリーパーになりたいですねー   (2023/2/21 02:49:55)

後藤ひとり> じゃあ黙りますけ……   (2023/2/21 02:50:53)

後藤ひとり> ますね……   (2023/2/21 02:50:58)

結月ゆかり> ワンちゃんはこれくらいじゃ倒れない気がするので…。(寧ろ喜んでそうです)あれって、先天性で持ってる素質が必要だとか？あとショートスリーパーっていっても何種類もあって   (2023/2/21 02:51:15)

結月ゆかり> 3時間4時間睡眠する人とか、一時間睡眠を一日に何度も繰り返す人とか…色々あるみたいです   (2023/2/21 02:52:01)

結月ゆかり> 黙りますけ…ってどっかの訛ですか？   (2023/2/21 02:52:20)

結月ゆかり> 黙っててもすることないでしょうし喋ってください   (2023/2/21 02:52:38)

五十鈴れん> 肉便器にして貰えるって…衣乃さんの言う…レイプして下さい、並の違和感ある言葉です…   (2023/2/21 02:53:08)

犬走椛> 先天性が必要なのは理不尽だと思います（才能無くても出来るようになりたいものです）違和感……肉便器という名誉をいただける…？   (2023/2/21 02:53:53)

結月ゆかり> むしろする側が言う言葉ですからね、普通は。…まぁ、れんもそっち側だと思いますけど？   (2023/2/21 02:54:04)

後藤ひとり> あ、はい……今日もいい天気ですね……   (2023/2/21 02:54:17)

結月ゆかり> …肉便器って名誉でも何でもないんですよ   (2023/2/21 02:54:19)

結月ゆかり> 真っ暗ですね…外   (2023/2/21 02:54:31)

おしらせ> 無言時間が25分を超えたため、小春六花さんが自動退室しました。  (2023/2/21 02:55:13)

犬走椛> 沢山ヤレて、ハメて貰えるんですよ？（ｿﾞｸｿﾞｸしませんか？なんて、ぱったぱったと尻尾と耳を揺らしつつ…）六花さんはおやすみなさいですね   (2023/2/21 02:55:41)

五十鈴れん> 六花さん、お疲れ様でした…おやすみなさいです…はい（毛布そっと掛けて…）   (2023/2/21 02:56:12)

後藤ひとり> 私が海外にいるかも……しれません   (2023/2/21 02:56:29)

結月ゆかり> おやすみなさい、素直に他の人も寝てくれたら…良いんですけど。   (2023/2/21 03:00:43)

結月ゆかり> …誰が沢山やるって、約束したんですか。一発やり捨てて終わるかもしれませんよ？(くす)   (2023/2/21 03:01:18)

五十鈴れん> 私もそろそろ寝ましょう…今から寝て偶には早起きして…   (2023/2/21 03:01:50)

結月ゆかり> 海外に居るならこっちの深夜帯がメインになったりしませんか…？   (2023/2/21 03:01:55)

後藤ひとり> ……すやすや   (2023/2/21 03:02:02)

結月ゆかり> はい、おやすみなさい   (2023/2/21 03:02:04)

犬走椛> 一発だけは嫌ですね……（グッチャグチャにされたいのに…）沢山利用者が来てくれれば良いんですが…。   (2023/2/21 03:02:57)

五十鈴れん> では、皆さんおやすみなさいです…（うとうと…）   (2023/2/21 03:03:12)

おしらせ> 五十鈴れんさんが退室しました。  (2023/2/21 03:03:15)

後藤ひとり> おやすみなさい……   (2023/2/21 03:03:35)

結月ゆかり> でしょう？…何度も、なんてそれこそ何人もいなければ成立しないんです   (2023/2/21 03:03:41)

結月ゆかり> ……このまま寝てくれればいいんですけど。また5時くらいに起きてきそうなんですよね、あの子   (2023/2/21 03:04:27)

犬走椛> おやすみなさい。絶倫な人に犯して貰うか…機械で調教とかでも……♡（ハメるのは流石に難しいですねぇ…と）睡眠は大事ですから…ちゃんと寝れることを祈りましょう   (2023/2/21 03:06:55)

結月ゆかり> 機械なら楽でいいですね、そのまま寝てもいいですし。それを言う前に寝た方はいいんじゃないでしょうか…？   (2023/2/21 03:08:15)

後藤ひとり> 私はどうしよう……   (2023/2/21 03:08:30)

結月ゆかり> 眠れないんですよね、眠いのに   (2023/2/21 03:08:47)

犬走椛> 私は今日は珍しく、睡眠欲も性欲も低めなのです…。（性欲は…低いですよ、えぇ…）   (2023/2/21 03:09:14)

おしらせ> 天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄさんが入室しました♪  (2023/2/21 03:09:34)

結月ゆかり> ん、早く寝ちゃってこの時間に起きたとかですか   (2023/2/21 03:09:43)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> (ぴろん……♪ガヴリールがログインしました♪)   (2023/2/21 03:10:00)

結月ゆかり> いらっしゃいませ…。と、言いたいところですが…何やら仕事が増えましたね。片付けてきますよ   (2023/2/21 03:10:39)

後藤ひとり> 誰か来ました……   (2023/2/21 03:11:01)

犬走椛> あと四時間後には徹夜が成立しますねー（ヤバいです…。と）ゆかりさんはしばらくお仕事ですか…。っと、こんばんはですね   (2023/2/21 03:11:25)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> お仕事サボり勢がいるみたいだな~。いってらっしゃい   (2023/2/21 03:11:30)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> あと1時間でロクボ復活するからそれ捕獲するまで寝れない…その間話でもしようとして来た   (2023/2/21 03:12:00)

後藤ひとり> 椛さんも寝ましょう……   (2023/2/21 03:12:51)

犬走椛> まだ、寝ません…。欲が振り切れたら自動的に寝てしまうのですが……（どーしましょうか…）ログボ捕獲勢ですか。早起きしてやったほうがよかったのでは…   (2023/2/21 03:14:54)

後藤ひとり> 私も眠いような眠くないようなお腹すいたようなそうでも無いような……(椛さんにもたれ掛かり)   (2023/2/21 03:16:39)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> なんか、妙に眠気冴えてるし。性欲もあるから適度に消費しつつ。なぁ。(せっかくの休みだし。みたいな顔   (2023/2/21 03:17:16)

犬走椛> よしよしですね…（ひとりさんを撫でつつ…）ガヴリールさんも、来ますか？（空いてる手を拡げて）   (2023/2/21 03:18:37)

後藤ひとり> えへへ……(すりすり……)   (2023/2/21 03:20:06)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> 何するかわかんないけど…(とか言いつつ片手にスマホ。もそもそと近づいて   (2023/2/21 03:20:24)

結月ゆかり> ひとりちゃんも常に暇ですし、ひとりちゃんとぱこぱこしていればいいのでは？(にゅっ)   (2023/2/21 03:20:46)

犬走椛> ゆかりさんはパコらないんですか？（今度でも良いので、ゆかりさんともしてみたいですが…♡）ひとりさんは意外と甘えたがりですね（撫で撫でと優しく撫でながら…）ガヴリールさんも撫でます（引き寄せて、ナデナデと、）   (2023/2/21
03:22:39)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> ただぱこつくんじゃ満足出来ないからだなんだよなぁ(とかいつつ。撫でられてふにゃり   (2023/2/21 03:23:11)

犬走椛> ガヴリールさんはどんなプレイが好きなんですか？（ナデナデと手は止めず）   (2023/2/21 03:24:05)

後藤ひとり> たまには甘えたいんですよ………(もみさんにすりより)   (2023/2/21 03:25:03)

結月ゆかり> お仕事中ですしねぇ…。そういえばハードプレイじゃないと満足できないんでしたっけ。そんな話を何処かで聞きました   (2023/2/21 03:25:36)

結月ゆかり> ゆかりさんはとりあえずぱんぱんしたら満足します   (2023/2/21 03:26:00)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> え~。衣乃に聞けば何されたか教えてくれると思うな~。(めそらし。めそらしぃ。   (2023/2/21 03:26:10)

結月ゆかり> 衣乃さんは休業中なので…   (2023/2/21 03:26:37)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> って、言うの恥ずかしいだけで、言おうと思えばぽんぽん出てくる性癖ではある。ただここで出せない性癖って言うだけ(こくん   (2023/2/21 03:26:48)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> わかってるぞー？   (2023/2/21 03:26:53)

犬走椛> 変態さんですねぇ…♡（ガヴリールさんに囁きつつ）私はハードもソフトも…♡鬼畜な責めだと尚興奮しますね♡（甘えたいときに甘えていいんですよーとひとりさんを撫でて）   (2023/2/21 03:27:56)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> ここに来てる時点でみんなどこかしら変態だろ…(囁きに対してそう口を吐きながら。)   (2023/2/21 03:29:31)

後藤ひとり> 私はソフトがいいですね……イチャコラとか……甘々なのが……(撫でられながらもそういい)   (2023/2/21 03:31:24)

犬走椛> 可愛くない反応です…（ガヴリールさんをワシャワシャと撫でつつ…）ひとりさんはソフトが好きそうなイメージです。優しい感じの…   (2023/2/21 03:32:15)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> このサイトに来てる時点でってのはあると思うんだよ〜(つん。ほっぺつついてじと~。にま、にま   (2023/2/21 03:33:02)

後藤ひとり> そうなんですよね……その通りです   (2023/2/21 03:33:48)

犬走椛> んぅ…性欲は持て余してますので…（ガヴリールさんからツィと視線を反らしつつ…）ひとりさんらしいと思いますよ？（ナデナデと）   (2023/2/21 03:35:23)

後藤ひとり> え、えへへ……もちろんハードなのもやろうと思えば行けますが……   (2023/2/21 03:35:42)

犬走椛> 無理しては駄目ですからね？（楽しくないのは駄目です、と）   (2023/2/21 03:37:43)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> 獣の性欲…(くす。と笑い返せば。頬いじくったまま、思考中   (2023/2/21 03:38:33)

後藤ひとり> 無理はしてないですよ？……そういうのもノれば楽しいですし……   (2023/2/21 03:39:15)

犬走椛> 無理してないならいいですが…獣は性欲が強いのです（ふぁ……と…）眠くなってきました……   (2023/2/21 03:40:00)

犬走椛> 私はそろそろ寝ましょうかね……   (2023/2/21 03:40:47)

後藤ひとり> 寝ます……？(よしよし)   (2023/2/21 03:40:49)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> みんな寝るよな〜。私はこのまま朝までコースっぽいけど(ぅ〜。と   (2023/2/21 03:42:52)

後藤ひとり> 私も少ししたら寝ますね   (2023/2/21 03:43:56)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> ん…お疲れ様ぁ？   (2023/2/21 03:45:11)

後藤ひとり> も、もう少し起きます…   (2023/2/21 03:45:38)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> 無理せず寝るんだぞ〜？   (2023/2/21 03:48:45)

後藤ひとり> なら……寝ようかなやっぱり…   (2023/2/21 03:49:12)

おしらせ> 無言時間が25分を超えたため、結月ゆかりさんが自動退室しました。  (2023/2/21 03:51:46)

後藤ひとり> というわけでおやすみなさい……   (2023/2/21 03:57:35)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> おやすみー？   (2023/2/21 03:57:58)

おしらせ> 無言時間が25分を超えたため、犬走椛さんが自動退室しました。  (2023/2/21 04:06:50)

おしらせ> ユウリさんが入室しました♪  (2023/2/21 04:16:46)

ユウリ> こんばんはー...   (2023/2/21 04:16:51)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> いらっしゃ〜い？   (2023/2/21 04:17:47)

ユウリ> よろしくお願いしまーす...エッチなのってありなのかな？   (2023/2/21 04:19:02)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> ん、ありだとおもうけど〜。   (2023/2/21 04:20:07)

ユウリ> それならよかったー...天真ちゃん、でいいのかな。あなたはえっちなことしてくれる..?   (2023/2/21 04:21:02)

おしらせ> 無言時間が25分を超えたため、後藤ひとりさんが自動退室しました。  (2023/2/21 04:22:41)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> エッチなことって言って、何したらいいかわかんないんだよね〜。具体的にどうしたいの？   (2023/2/21 04:25:05)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> お疲れ様〜   (2023/2/21 04:25:09)

ユウリ> お疲れ様です！うーん、そうだなー...とりあえず脱がせたいなー...そうだ、移動は出来るかな？   (2023/2/21 04:26:06)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> ん~、まだあんまり話してもないから移動はちょっとな~。も少し話してからがいいや   (2023/2/21 04:27:36)

ユウリ> そういうことなら話してからでも大丈夫だよー。何話そっか？   (2023/2/21 04:28:51)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> なんか話したいことある〜？   (2023/2/21 04:29:11)

ユウリ> そうだなー...天真ちゃんのハマってることとか聞きたいな！   (2023/2/21 04:30:41)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> ハマってること……？   (2023/2/21 04:31:26)

ユウリ> そうそう、まずはお互いを知るところからかなーって。ゲームとか、色々あるでしょ？   (2023/2/21 04:32:10)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> ゲームか〜。ほとんどネトゲとかしかやってないな〜。   (2023/2/21 04:34:54)

ユウリ> ネトゲかー。どんなゲームやってるのー？   (2023/2/21 04:35:33)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> PSO2とか…？   (2023/2/21 04:38:07)

ユウリ> PSO2かー。配信とかでしか見たことないなー...私は原神とかやってふよー   (2023/2/21 04:41:43)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> 原神は少し前までー。って感じ。辞めちゃった   (2023/2/21 04:44:27)

ユウリ> あらら。原神はやること多いし途中でめんどくさくなる気持ちは分かる...   (2023/2/21 04:45:05)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> んーん。めんどくさいとかは無かったな〜   (2023/2/21 04:46:52)

ユウリ> あ、そうなんだ。   (2023/2/21 04:47:31)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> うん   (2023/2/21 04:50:59)

ユウリ> 他にはなにかゲームしてるのー？   (2023/2/21 04:54:29)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> ほとんどやってないな〜   (2023/2/21 05:02:14)

ユウリ> てことはPSO2ぐらいしかやってないんだね。あ、移動してもいいってなったら教えてくれると嬉しいな   (2023/2/21 05:03:12)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> まぁ、そんなとこ？ほとんどのめり込んでる〜。ん。今日は無理だと思うなぁ。時間的にも。   (2023/2/21 05:04:49)

おしらせ> 無言時間が25分を超えたため、ユウリさんが自動退室しました。  (2023/2/21 05:28:15)

天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄ> お疲れ様だな〜。   (2023/2/21 05:28:23)

おしらせ> 無言時間が25分を超えたため、天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄさんが自動退室しました。  (2023/2/21 05:53:27)

おしらせ> 五十鈴れんさんが入室しました♪  (2023/2/21 07:02:28)

おしらせ> 結月ゆかりさんが入室しました♪  (2023/2/21 07:03:21)

結月ゆかり> (ちら)   (2023/2/21 07:03:25)

五十鈴れん> おはようございます…はい…この時間に起きるの…久し振りです…（ソファに腰掛けると、まだ少し眠そうに…肌寒さに手の平擦りながら…）   (2023/2/21 07:04:04)

結月ゆかり> おはようございます。…寝ました、よね？(顔と時計を見比べつつ、かくん)   (2023/2/21 07:04:35)

五十鈴れん> と、どうしたのですか…？おはようございます…はい…（こくこく…）   (2023/2/21 07:04:36)

五十鈴れん> ふ、普通に寝ました…   (2023/2/21 07:04:52)

結月ゆかり> …時間足りてなくないですか？まぁ、眠くないならいいんですけど   (2023/2/21 07:05:24)

五十鈴れん> 今日は…誰も朝は顔を出さなかったのですね…私も寝てましたけど…はい…（静かな部屋を見回し、頷き…）   (2023/2/21 07:06:12)

結月ゆかり> …みんなすやすやですよ。いいことです   (2023/2/21 07:06:54)

五十鈴れん> い、いえ…そろそろ起きないと…もう7時です…はい   (2023/2/21 07:07:29)

結月ゆかり> ……普段寝る時間ですよね？   (2023/2/21 07:08:45)

五十鈴れん> 今日は寝たので午前を有意義に使えます…はい。こ…これからは2時頃に寝るのは良いかもしれません…   (2023/2/21 07:09:53)

結月ゆかり> ふふ、そうですね。そうしてください   (2023/2/21 07:10:31)

五十鈴れん> 寒くてお布団から出れません…今朝、寒過ぎです…ううっ   (2023/2/21 07:16:34)

結月ゆかり> 風邪ひかないようにだけ、してくださいね。…まぁ、早起きしたんですし暫くはそのままでいいんじゃないでしょうか   (2023/2/21 07:17:55)

五十鈴れん> スマホが凍りついてます…暖房、点けないと…   (2023/2/21 07:19:31)

結月ゆかり> 充電できなくなりますからね…よくあります   (2023/2/21 07:20:02)

五十鈴れん> 充電出来なくなる事はないですね…大体、そういう時は…断線してるとか…です、はい…（こくこく…）   (2023/2/21 07:21:02)

